Day,Month,Year,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal
1,6,2017,Chandigarh,28,23,25,76,68
1,6,2017,Chhattisgarh,23.33,25.33,27.67,81.5,68.5
1,6,2017,Delhi,32,20,23,85,82
1,6,2017,Goa,40,30,27,95,75
1,6,2017,Gujarat,23.75,22,23.75,81.75,71
1,6,2017,Haryana,31.75,20.75,23,72.5,85
1,6,2017,Himachal Pradesh,31.25,24.23541667,24.5,80.75,82.75
1,6,2017,Jammu and Kashmir,28.5,20,24,91,95
1,6,2017,Jharkhand,34,24,24,80,70
1,6,2017,Karnataka,45,32.25,33.25,96.75,80.75
1,6,2017,Kerala,39.4,31.5,30.2,84.4,72.2
1,6,2017,Madhya Pradesh,23.17,18.33,22,85.5,74.67
1,6,2017,Maharashtra,34,26.75,29.5,85.75,72
1,6,2017,Meghalaya,25,28,26,90,72
1,6,2017,Mizoram,30,24.23541667,25,85.24518519,80
1,6,2017,Odisha,25,24.23541667,25.25,75.5,63.25
1,6,2017,Puducherry,32,34,28,90,80
1,6,2017,Punjab,28,19.67,25.67,109,105
1,6,2017,Rajasthan,27,19,23.5,68,72.5
1,6,2017,Tamil Nadu,35,32,31.67,83.5,71
1,6,2017,Telangana,27.33,27,28.5,116.17,118.17
1,6,2017,Tripura,31,24.23541667,25.88296296,83,80.96296296
1,6,2017,Uttar Pradesh,23.5,18,20.88,81.13,71.13
1,6,2017,Uttarakhand,23,22,24.25,73.75,120.75
1,6,2017,West Bengal,28,16.4,23.67,88.67,113.33
1,6,2018,Andaman and Nicobar,33,35,50,65,75
1,6,2018,Andhra Pradesh,31.75,28.25,29.75,67,67
1,6,2018,Arunachal pradesh,28,25,30,90,90
1,6,2018,Assam,30,26,28,60,70
1,6,2018,Bihar,30,18.25,21.75,60,68.25
1,6,2018,Chandigarh,28,23,25,48,58
1,6,2018,Chhattisgarh,25.25,24,25,64.4,71.2
1,6,2018,Delhi,34,20,23,68,84
1,6,2018,Goa,42,30,28,85,70
1,6,2018,Gujarat,23.75,20,22.75,61.75,64.5
1,6,2018,Haryana,31.5,19.5,23.25,60.25,75.25
1,6,2018,Himachal Pradesh,30.75,25.42107143,23.25,57.5,71.33
1,6,2018,Jammu and Kashmir,30.5,21,23.5,58,72.5
1,6,2018,Jharkhand,35,24,24,60,70
1,6,2018,Karnataka,43,31.25,33.75,79,70
1,6,2018,Kerala,39.17,35.33,37,75,73.5
1,6,2018,Madhya Pradesh,24.17,19,22.33,62,66
1,6,2018,Maharashtra,36,27.75,29.75,63.25,67.5
1,6,2018,Manipur,40,25.42107143,30,90,90
1,6,2018,Meghalaya,25,27,26,60,60
1,6,2018,Mizoram,30,25.42107143,25,65.9540625,80
1,6,2018,Nagaland,25,42,35,80,75
1,6,2018,Odisha,26.25,25.42107143,22.75,51.5,63.25
1,6,2018,Puducherry,30,35,28,65,76
1,6,2018,Punjab,33,20,22,66,72
1,6,2018,Rajasthan,29.33,20,22.75,55.75,63.75
1,6,2018,Sikkim,57,25,30,65,84
1,6,2018,Tamil Nadu,33.8,30.2,31.75,59.8,70.6
1,6,2018,Telangana,28.17,27.83,29.33,75,70.67
1,6,2018,Tripura,31,25.42107143,29,63,71.9859375
1,6,2018,Uttar Pradesh,25.5,19.13,21.75,58.75,67.5
1,6,2018,Uttarakhand,23.5,21.5,24.25,66.25,72.75
1,6,2018,West Bengal,28.67,16.8,23.17,70.33,74
1,6,2019,Andhra Pradesh,34,31,30.67,71.25,79.5
1,6,2019,Arunachal pradesh,32,34,30,75,90
1,6,2019,Assam,30,30,32,65,80
1,6,2019,Bihar,33.67,20,24.67,64.33,81
1,6,2019,Chhattisgarh,26.25,26.5,28.25,64.25,86.75
1,6,2019,Delhi,35,22,25,76,94
1,6,2019,Goa,42,31,29,75,90
1,6,2019,Gujarat,22.5,20.75,22,57.25,67.5
1,6,2019,Haryana,29.25,19.75,23.5,60,76.75
1,6,2019,Himachal Pradesh,31,20,25.5,63.25,74.75
1,6,2019,Jammu and Kashmir,32.5,21,26.5,68,92.5
1,6,2019,Jharkhand,34,26,25,70,90
1,6,2019,Karnataka,44.75,33.5,35.25,70.25,87
1,6,2019,Kerala,35.2,35.2,37.8,74,80.6
1,6,2019,Madhya Pradesh,26.5,21.83,25,62.67,74.17
1,6,2019,Maharashtra,36.5,29.75,30.75,69.25,82.75
1,6,2019,Odisha,28.14,32.43,26.14,64.29,89.57
1,6,2019,Puducherry,32,37,32,75,98
1,6,2019,Punjab,32.67,20.67,23.33,67,77.67
1,6,2019,Rajasthan,30,24,28,60,84
1,6,2019,Tamil Nadu,37.25,35.75,37.25,71.5,91.75
1,6,2019,Telangana,30.5,28.5,30,62,72.83
1,6,2019,Tripura,31,26.75333333,29,67,83.34416667
1,6,2019,Uttarakhand,25,22.25,24.25,64.75,82.5
1,6,2019,West Bengal,30,19.2,25.33,69,76.67
1,6,2020,Andaman and Nicobar,43,42,56,82,110.5
1,6,2020,Andhra Pradesh,42.5,33.75,36,70.75,94.25
1,6,2020,Arunachal pradesh,34,29.89703704,38,80,100
1,6,2020,Assam,32,25,30,62,85
1,6,2020,Bihar,29.17,21.33,25.33,59,86.33
1,6,2020,Chandigarh,32,25,27,70,90
1,6,2020,Chhattisgarh,28,30,31.6,66.25,92
1,6,2020,Delhi,35,23,26,76,101
1,6,2020,Goa,46,34,34,67,108
1,6,2020,Gujarat,26.5,24.75,25,59.75,79.25
1,6,2020,Haryana,30.75,23,26,62,99.25
1,6,2020,Himachal Pradesh,32.75,29.89703704,26.25,64,91
1,6,2020,Jammu and Kashmir,32,30,35,70,110
1,6,2020,Jharkhand,35,28,28,70,92
1,6,2020,Karnataka,45.5,34,35.75,67.25,98.25
1,6,2020,Kerala,40.17,36,38.17,77.67,102.67
1,6,2020,Madhya Pradesh,27.5,23,25.17,64,92.17
1,6,2020,Maharashtra,42.5,35,35.25,75.75,96.75
1,6,2020,Meghalaya,33.67,35.33,32.33,85,120
1,6,2020,Nagaland,26,60,45,65,95
1,6,2020,Odisha,27.71,33.29,29.29,62.71,85.29
1,6,2020,Puducherry,35,36,35,65,100
1,6,2020,Punjab,31.33,22,26,60.67,90
1,6,2020,Rajasthan,28,20,28,55,85
1,6,2020,Tamil Nadu,46.56,36.67,42.11,73.78,101.89
1,6,2020,Telangana,39.2,30.8,34.2,62.6,89.8
1,6,2020,Tripura,31,29.89703704,39,61,94.97896552
1,6,2020,Uttar Pradesh,28.13,21.13,25.88,63.25,91.13
1,6,2020,Uttarakhand,27.25,23,26.5,59.75,79
1,6,2020,West Bengal,32.57,21.17,26.57,72.43,88.86
1,6,2021,Andaman and Nicobar,41,41,57,87,116
1,6,2021,Andhra Pradesh,42,29,33,75,110
1,6,2021,Assam,35,25,30,77,105
1,6,2021,Bihar,35.12,19.41,23.71,73.71,104.82
1,6,2021,Chandigarh,37,23,24,67,108
1,6,2021,Chhattisgarh,29.6,26.6,27.8,79.2,93.8
1,6,2021,Delhi,30,28.27041667,24,75,120
1,6,2021,Goa,41,36,32,92,110
1,6,2021,Gujarat,38,26.67,26.67,68,103
1,6,2021,Haryana,33,21.5,25.5,76,110
1,6,2021,Himachal Pradesh,33.33,28.27041667,24.67,76.33,109.67
1,6,2021,Jammu and Kashmir,30.5,26,28.5,85,120
1,6,2021,Jharkhand,31,23.8,25.6,75.2,105.6
1,6,2021,Karnataka,48.63,32.38,35.5,85.5,106.88
1,6,2021,Kerala,39.5,36.5,36.5,92.5,124
1,6,2021,Madhya Pradesh,38.33,22.4,28.1,80.4,111
1,6,2021,Maharashtra,42.5,33.5,34,84,112.5
1,6,2021,Meghalaya,28.67,31,31.67,82.33,117.67
1,6,2021,Nagaland,25,34,35,85,110
1,6,2021,Odisha,28.5,33,29.33,73.83,103.5
1,6,2021,Puducherry,57,40,51,78.48923077,120
1,6,2021,Punjab,35,21.5,28,75.5,106.5
1,6,2021,Rajasthan,32,22.33,26.33,67,107.33
1,6,2021,Telangana,39.8,30.6,39.6,69.2,104.2
1,6,2021,Tripura,32,28.27041667,31,80,117
1,6,2021,Uttar Pradesh,34.5,22.13,27.38,81.88,110.63
1,6,2021,West Bengal,33.71,21.17,28.57,77.14,107.29
1,6,2022,Andaman and Nicobar,40,40,59,80,105
1,6,2022,Andhra Pradesh,44.5,36.75,38.75,67.75,103.25
1,6,2022,Arunachal pradesh,24,30.93896552,38,80,120
1,6,2022,Assam,30,28,31,67,93
1,6,2022,Bihar,34.88,23.18,27.94,68.82,98.88
1,6,2022,Chandigarh,39,21,26,75,112
1,6,2022,Chhattisgarh,32.6,29.2,31.8,72,92.2
1,6,2022,Delhi,32,30.93896552,28,70,103
1,6,2022,Goa,39,38,32,82,113
1,6,2022,Gujarat,34,30.43,31.43,65.43,98.57
1,6,2022,Haryana,34,24.33,30.67,67.33,101.33
1,6,2022,Himachal Pradesh,32.25,27,27.25,68.25,102
1,6,2022,Jammu and Kashmir,35,30.67,35,85,122.67
1,6,2022,Jharkhand,32.11,26.5,28.78,70.89,95
1,6,2022,Karnataka,43.42,35.08,42.5,75.5,99.67
1,6,2022,Kerala,44,39.67,40,93.67,114.22
1,6,2022,Madhya Pradesh,33,26.55,29.45,69.27,98.18
1,6,2022,Maharashtra,36.17,34.33,42.33,72.83,104
1,6,2022,Manipur,45,30.93896552,45,80,120
1,6,2022,Meghalaya,26,32.4,31,80,111.25
1,6,2022,Mizoram,45,40,39,100,130
1,6,2022,Nagaland,31.67,35,44.33,90,105
1,6,2022,Odisha,30.33,33.5,32.44,68.56,95
1,6,2022,Puducherry,32,42,36,71,112
1,6,2022,Punjab,35,22,26.67,75.33,113.67
1,6,2022,Rajasthan,35.57,29.43,31.86,74,102
1,6,2022,Sikkim,50,30,34,85,115
1,6,2022,Tamil Nadu,45.89,38.78,45.11,73.33,105.33
1,6,2022,Telangana,41.67,34.17,38.5,71,97.83
1,6,2022,Tripura,45,30.93896552,30,75,115
1,6,2022,Uttar Pradesh,31.44,22.56,26.88,72.13,102.13
1,6,2022,Uttarakhand,38.5,23.5,30,90.25,108.5
1,6,2022,West Bengal,38.57,23.2,30.14,78.14,110.43
1,6,2023,Andaman and Nicobar,39,33.23322581,66,86.5,140
1,6,2023,Andhra Pradesh,51.4,40.4,42.4,71,123.4
1,6,2023,Arunachal pradesh,33.5,42,39.25,84.5,124.25
1,6,2023,Assam,37.54,32.9,36.15,74.62,118.85
1,6,2023,Bihar,35.94,25.22,32.11,68.22,119.42
1,6,2023,Chandigarh,39,28,34,73,113
1,6,2023,Chhattisgarh,33.29,31,33.86,71,114.43
1,6,2023,Delhi,39,28,30,72,138
1,6,2023,DNH and DD,39,32.33,35,77.33,120.33
1,6,2023,Goa,42.5,43,41,75.5,137.5
1,6,2023,Gujarat,37.5,32.17,35,77.67,115.5
1,6,2023,Haryana,38.75,25.5,32.5,65,106.25
1,6,2023,Himachal Pradesh,35.08,21,31.17,70.83,121.58
1,6,2023,Jammu and Kashmir,36.67,30,40.67,86.67,120.67
1,6,2023,Jharkhand,35.58,30,33.95,71.68,119
1,6,2023,Karnataka,50.61,40.84,44.58,80.81,127.45
1,6,2023,Kerala,49.43,43.57,46.69,93.86,142.5
1,6,2023,Madhya Pradesh,35.18,26.31,32.03,70.67,123.79
1,6,2023,Maharashtra,44.5,36.39,42.17,72.17,130.78
1,6,2023,Meghalaya,31.9,38.1,37.6,79.5,117.38
1,6,2023,Mizoram,45.55,40.67,43.2,97.13,115.4
1,6,2023,Nagaland,36.08,39,43.67,101.8,118.5
1,6,2023,Odisha,33.44,35.76,39.08,70.28,125.96
1,6,2023,Puducherry,41,40,34,85,145
1,6,2023,Punjab,35.2,24.4,27.9,74.1,123.4
1,6,2023,Rajasthan,38.26,29.16,32.35,70.35,109.84
1,6,2023,Sikkim,52.75,35.75,41.75,80.5,125.75
1,6,2023,Tamil Nadu,51.77,42.71,50.18,75.27,139.82
1,6,2023,Telangana,45.5,37.2,40.8,68.8,110.1
1,6,2023,Tripura,34.25,33.23322581,37,73.5,115.67
1,6,2023,Uttar Pradesh,35.48,24.97,31.01,71.47,118.88
1,6,2023,Uttarakhand,34.25,26,32.5,80.75,115.25
1,6,2023,West Bengal,42.67,27.88,37.1,75.9,121.95
1,6,2024,Andaman and Nicobar,48.33,34.82275862,67.67,95,171
1,6,2024,Andhra Pradesh,60.6,44.4,47.4,86.2,171.8
1,6,2024,Arunachal pradesh,50,45,46.67,100,158.33
1,6,2024,Assam,42.08,32.55,36.46,87.54,156.78
1,6,2024,Bihar,38.81,26.92,33.5,80.12,149.77
1,6,2024,Chandigarh,42,32,36,80,135
1,6,2024,Chhattisgarh,39.5,38.75,39,87.5,162.25
1,6,2024,Delhi,40,29,31,87,173
1,6,2024,DNH and DD,50,40.67,47.33,87.67,172.33
1,6,2024,Gujarat,42.71,35.71,38.43,83.86,152.86
1,6,2024,Haryana,46.67,28.33,34,76,124.67
1,6,2024,Himachal Pradesh,40.67,22,33,85.33,164.08
1,6,2024,Jammu and Kashmir,49,30.75,37.4,91,156
1,6,2024,Jharkhand,39.33,31.53,35.06,81,155
1,6,2024,Karnataka,59.8,43.6,47.47,94.23,165.67
1,6,2024,Kerala,49.55,45.45,46.2,103.18,183.36
1,6,2024,Madhya Pradesh,40.63,28.85,34.22,84.33,163.87
1,6,2024,Maharashtra,51.32,38.47,42.68,88.58,173.53
1,6,2024,Meghalaya,40,37.5,36.43,89,157.4
1,6,2024,Mizoram,50,37.5,52.5,98,156.3733333
1,6,2024,Nagaland,42.06,42.88,48.31,101.67,130.25
1,6,2024,Odisha,38.82,37.5,39.86,82.36,161.18
1,6,2024,Punjab,39,24.86,31.43,92.57,165.29
1,6,2024,Rajasthan,39.71,28.71,31.14,69.57,126.71
1,6,2024,Sikkim,54,35.4,38.4,85,134.6
1,6,2024,Tamil Nadu,61.5,44.75,55.42,91.12,177.46
1,6,2024,Telangana,54,42.6,45.9,79.89,163.7
1,6,2024,Tripura,38.25,34.82275862,39,87.33,142.33
1,6,2024,Uttar Pradesh,38.66,25.93,31.94,80.6,151.1
1,6,2024,Uttarakhand,35.5,28.5,34.5,89.5,138.5
1,6,2024,West Bengal,44.13,29.75,37.38,83,153.38
1,7,2016,Andaman and Nicobar,33,32,46,99,124
1,7,2016,Andhra Pradesh,28.5,26.25,27.5,78.25,142
1,7,2016,Assam,26,24,26,94,140.3488
1,7,2016,Bihar,24.33,16.67,20.33,82.33,130
1,7,2016,Chandigarh,28,18,22,76,145
1,7,2016,Chhattisgarh,23.2,23.2,25.8,94,128.4
1,7,2016,Delhi,29,20,22,101,155
1,7,2016,Goa,40,30,27,105,140
1,7,2016,Gujarat,25.5,21.25,24,84.33,139.25
1,7,2016,Haryana,27.75,17.75,21.25,84.25,146.25
1,7,2016,Himachal Pradesh,29,23.8932,21.75,92.5,148.75
1,7,2016,Jharkhand,30,24,22,86,132
1,7,2016,Karnataka,32.5,31,30,82,148
1,7,2016,Kerala,30.33,32.67,27.83,78.67,142
1,7,2016,Madhya Pradesh,24.33,17.5,21,80,131.17
1,7,2016,Maharashtra,34.25,29.75,30.75,86,144.75
1,7,2016,Meghalaya,23,27,26,98,143
1,7,2016,Mizoram,30,23.8932,25,87.17076923,140.3488
1,7,2016,Odisha,24.5,22,23.75,94.5,127
1,7,2016,Puducherry,27,32,26,100,150
1,7,2016,Punjab,27.33,19,22.67,77.67,146
1,7,2016,Rajasthan,27.5,19.75,22.75,75,131.5
1,7,2016,Tamil Nadu,28,30.2,29.5,93.4,132.4
1,7,2016,Telangana,27.33,27.17,29,77.83,147.33
1,7,2016,Uttar Pradesh,22.25,18.5,21.38,89.75,139.38
1,7,2016,Uttarakhand,22.5,21,23,71.25,141.25
1,7,2016,West Bengal,28.86,16.67,22.43,85.71,154.29
1,7,2017,Andhra Pradesh,31,27.5,28.5,83,66
1,7,2017,Assam,26,26,29,79,65
1,7,2017,Bihar,28,20,23,80,75
1,7,2017,Chandigarh,28,23,25,76,68
1,7,2017,Chhattisgarh,23.4,24.8,27,78.4,66.2
1,7,2017,Delhi,32,20,23,85,81
1,7,2017,Goa,42,30,28,95,75
1,7,2017,Gujarat,23.75,21.75,23.75,80.75,70.5
1,7,2017,Haryana,30.75,20,23.75,75.5,80.5
1,7,2017,Himachal Pradesh,31,24.41863636,24.25,76.75,80
1,7,2017,Jammu and Kashmir,29,20,23.5,90,94
1,7,2017,Jharkhand,35,24,24,80,68
1,7,2017,Karnataka,45.75,32.5,35.5,99,87
1,7,2017,Kerala,40.4,34.33,33,82.17,74.67
1,7,2017,Madhya Pradesh,23.25,18.25,21.5,86.75,73.75
1,7,2017,Maharashtra,33.5,24.75,29.25,79.75,67
1,7,2017,Odisha,24.67,24.41863636,25,72.33,60
1,7,2017,Puducherry,34,35,28,86,75
1,7,2017,Punjab,34.67,19,24.33,80.67,86.67
1,7,2017,Sikkim,34,24.41863636,24,84,85
1,7,2017,Tamil Nadu,36.4,32,31.75,80.4,67.2
1,7,2017,Telangana,27.33,27,28.5,116.17,118.67
1,7,2017,Uttar Pradesh,23.63,18,20.5,78.38,68.5
1,7,2017,Uttarakhand,23.25,21.5,24.25,75,113.5
1,7,2017,West Bengal,27.43,17.83,23,84.71,98.33
1,7,2018,Andhra Pradesh,34,27.5,28,51.5,60.5
1,7,2018,Assam,30,26,28,57,70
1,7,2018,Chandigarh,28,23,25,48,58
1,7,2018,Chhattisgarh,24.4,24,25,60,70.2
1,7,2018,Delhi,34,20,23,67,83
1,7,2018,Gujarat,23.25,20,22.75,60.25,66.75
1,7,2018,Haryana,31.75,19.5,23.75,58.5,76.25
1,7,2018,Madhya Pradesh,25.17,19.33,22.33,62,64
1,7,2018,Maharashtra,35.5,27.25,30,63.25,64
1,7,2018,Odisha,26,23.29,23,50.33,61.33
1,7,2018,Puducherry,30,35,28,60,75
1,7,2018,Punjab,33,20,22,66,72
1,7,2018,Rajasthan,28,18.5,22,52.5,60.5
1,7,2018,Tamil Nadu,34.6,30.6,31.5,57.2,70.2
1,7,2018,Telangana,28,28,29.4,74.8,70.6
1,7,2018,Uttar Pradesh,25.63,18.75,21.75,57.13,67.13
1,7,2018,Uttarakhand,23.5,21.5,24.25,67.25,72.75
1,7,2018,West Bengal,28.67,17,22.67,70,74.33
1,7,2019,Andaman and Nicobar,38,39,50,78,97
1,7,2019,Andhra Pradesh,34.75,28.25,29.5,78.5,77.25
1,7,2019,Arunachal pradesh,32,34,30,75,90
1,7,2019,Assam,30,26,28,65,80
1,7,2019,Bihar,30.8,19.6,23.2,61,85
1,7,2019,Chandigarh,28,23,26,55,72
1,7,2019,Chhattisgarh,26.75,26.75,28.5,64.25,89.5
1,7,2019,Delhi,35,22,25,74,93
1,7,2019,Goa,42,32,29,85,100
1,7,2019,Gujarat,22.5,20.75,22,57,67.5
1,7,2019,Haryana,29.25,19.75,23.5,60,76.75
1,7,2019,Himachal Pradesh,32,27.38517241,25.33,65,81.33
1,7,2019,Jammu and Kashmir,33,21,27.5,73,110
1,7,2019,Jharkhand,34,26,25,70,92
1,7,2019,Karnataka,43.75,33.25,35.5,69.5,88
1,7,2019,Kerala,38.6,35,34,76.8,99
1,7,2019,Madhya Pradesh,26.67,21.83,25,59.83,76.67
1,7,2019,Maharashtra,36.75,31,31.25,68.25,84.25
1,7,2019,Manipur,48,27.38517241,35,75,110
1,7,2019,Meghalaya,35.67,38.33,31,72,86
1,7,2019,Mizoram,30,27.38517241,22,80,85
1,7,2019,Nagaland,30,28,30,65,80
1,7,2019,Odisha,28.43,33.29,26.29,62.43,85
1,7,2019,Puducherry,32,37,32,75,98
1,7,2019,Punjab,32.33,20.67,23,67.33,77.67
1,7,2019,Rajasthan,27.67,22.67,24.67,57.33,78
1,7,2019,Sikkim,57,25,32,65,95
1,7,2019,Tamil Nadu,39,35.8,40.8,74,98
1,7,2019,Telangana,30.5,28.5,30,62,72.83
1,7,2019,Tripura,29,27.38517241,28,64,86.5209375
1,7,2019,Uttar Pradesh,27.88,20.63,23.63,64.75,86.25
1,7,2019,Uttarakhand,26.5,24.5,25.25,64,81
1,7,2019,West Bengal,30.83,20.6,26.17,67.67,76.67
1,7,2020,Andaman and Nicobar,43,42,56,82,109.5
1,7,2020,Andhra Pradesh,42.5,33.25,38.75,70.25,94.25
1,7,2020,Arunachal pradesh,34,28.20392857,38,80,100
1,7,2020,Assam,32,25,30,62,85
1,7,2020,Bihar,29.5,21.33,26.17,59.33,85
1,7,2020,Chandigarh,31,21,25,55,85
1,7,2020,Chhattisgarh,26.6,27,30.4,61,88.6
1,7,2020,Delhi,35,21,24,72,96
1,7,2020,Goa,44,33,29,69,102
1,7,2020,Gujarat,26.5,24.75,27.5,58.5,84.5
1,7,2020,Haryana,30.25,22.25,25.5,60.5,98.75
1,7,2020,Himachal Pradesh,33.25,28.20392857,26.25,62.75,94.75
1,7,2020,Jammu and Kashmir,33,26.5,30.5,74,89
1,7,2020,Jharkhand,35,28,28,70,88
1,7,2020,Karnataka,45.75,34.25,38.75,68.25,100
1,7,2020,Kerala,39.83,35.67,37.5,76,99.17
1,7,2020,Madhya Pradesh,27.5,23,25.17,64.5,91.5
1,7,2020,Maharashtra,42.75,35.25,37.25,78.5,97.5
1,7,2020,Manipur,45,28.20392857,40,67.03870968,110
1,7,2020,Meghalaya,34.67,33,31,80,120
1,7,2020,Nagaland,28,30,30,65,95
1,7,2020,Odisha,27.67,32.83,28.5,62.83,85.67
1,7,2020,Puducherry,37,36,33,65,100
1,7,2020,Punjab,30.67,21.67,26,61.67,85.67
1,7,2020,Rajasthan,31,22.75,25.5,62.33,93
1,7,2020,Sikkim,52,27,34,65,100
1,7,2020,Tamil Nadu,46.33,36,39.89,69.33,97
1,7,2020,Telangana,37.83,32.5,35.67,64,89.67
1,7,2020,Tripura,31,28.20392857,39,61,94.67096774
1,7,2020,Uttar Pradesh,29.13,21.38,25.13,62.75,91.88
1,7,2020,Uttarakhand,27,22.33,25.5,62,85.25
1,7,2020,West Bengal,32,21,27.57,73.71,93.14
1,7,2021,Andaman and Nicobar,41,41,57,85,116
1,7,2021,Andhra Pradesh,46.33,34.33,36.33,74.67,105.33
1,7,2021,Assam,35,25,30,70,100
1,7,2021,Bihar,32.23,19.92,23.92,70.23,101.15
1,7,2021,Chhattisgarh,32,30.33,30.33,75.67,91.67
1,7,2021,Delhi,31,28.59692308,24,75,110
1,7,2021,Goa,39,36,32,85,110
1,7,2021,Gujarat,30,25.5,26.25,67.75,98.75
1,7,2021,Haryana,32,21.5,24.5,72.5,100
1,7,2021,Himachal Pradesh,33.5,28.59692308,24.33,74.83,110.33
1,7,2021,Jammu and Kashmir,32.5,25.5,30,80,117.5
1,7,2021,Jharkhand,31.33,22.67,25.67,74.17,100
1,7,2021,Karnataka,44.45,32.82,38.82,83.45,106.73
1,7,2021,Kerala,39,35.67,40.5,89.83,124.33
1,7,2021,Madhya Pradesh,33.7,22,27.7,79.7,109.7
1,7,2021,Maharashtra,37.5,33.5,35,77.5,106.5
1,7,2021,Meghalaya,29.5,29.5,28,81,115
1,7,2021,Nagaland,25,34,35,85,110
1,7,2021,Odisha,28.83,32.5,28.5,69.33,99
1,7,2021,Puducherry,54,40,50,78,117
1,7,2021,Punjab,36.5,21.5,28,74,104.5
1,7,2021,Rajasthan,33.5,25,27.25,66.75,109.5
1,7,2021,Sikkim,58,25,30,80,115
1,7,2021,Tamil Nadu,46.75,36,42.75,77.13,110.25
1,7,2021,Telangana,38.6,30.2,41.4,68.6,104.4
1,7,2021,Tripura,32,28.59692308,32,80,117
1,7,2021,Uttar Pradesh,32.83,21.33,26,79,109.25
1,7,2021,Uttarakhand,29.75,21.75,26.25,80.5,104.5
1,7,2021,West Bengal,33.57,21,28.86,76.86,105
1,7,2022,Andaman and Nicobar,42,40,61.5,81,109
1,7,2022,Andhra Pradesh,46,38,40.6,68.8,104.6
1,7,2022,Arunachal pradesh,24,30.801,40,80,120
1,7,2022,Assam,28.33,26,30.67,67.33,95.33
1,7,2022,Bihar,35.38,22.88,28.5,67.63,97.88
1,7,2022,Chandigarh,39,23,27,76,112
1,7,2022,Chhattisgarh,33,30.5,32.67,70.5,94.5
1,7,2022,Delhi,33,24,28,70,103
1,7,2022,Goa,35,37,34,77,110
1,7,2022,Gujarat,33.75,30.38,32,68.38,103.63
1,7,2022,Haryana,33.75,24.25,30,68,98.75
1,7,2022,Himachal Pradesh,32.5,27,27.13,66.75,102.5
1,7,2022,Jammu and Kashmir,36.25,30,36.25,83.75,125
1,7,2022,Jharkhand,31.8,27.67,30,69,96.2
1,7,2022,Karnataka,43.92,35.58,43.5,77,99.75
1,7,2022,Kerala,45.56,39.89,40.67,94.22,115.56
1,7,2022,Madhya Pradesh,33.1,26.5,30.4,68.8,97.1
1,7,2022,Maharashtra,38.71,33.43,41.29,70.14,103.86
1,7,2022,Meghalaya,26,32.4,31,83.33,111.25
1,7,2022,Mizoram,45,40,40,100,130
1,7,2022,Nagaland,31.67,35,46,85,105
1,7,2022,Odisha,32.6,34,32.8,68.4,98
1,7,2022,Puducherry,32,39,33,72,110
1,7,2022,Punjab,36.33,22.67,26.67,75,113.33
1,7,2022,Rajasthan,39,32,33.5,84,106.5
1,7,2022,Sikkim,53,30,34,85,115
1,7,2022,Tamil Nadu,47.22,38.33,45.67,73.67,105.56
1,7,2022,Telangana,41.2,33.4,38.4,68.8,98.4
1,7,2022,Tripura,45,30.801,30,75,115
1,7,2022,Uttar Pradesh,31.56,23.25,27.19,71.88,101.88
1,7,2022,Uttarakhand,31.75,24.5,32.5,90.75,110.5
1,7,2022,West Bengal,39.43,23.4,31,78.71,108.86
1,7,2023,Andaman and Nicobar,41,39,66,85,145.33
1,7,2023,Andhra Pradesh,54.75,41,43.5,72.5,145
1,7,2023,Arunachal pradesh,36,42,40,90,130
1,7,2023,Assam,39.82,31.92,36.54,74.89,125.54
1,7,2023,Bihar,36.69,25.69,32.34,68.17,126
1,7,2023,Chandigarh,39,28,35,73,124
1,7,2023,Chhattisgarh,34.88,31.13,34.13,70.63,123.25
1,7,2023,Delhi,38,28,30,73,148
1,7,2023,DNH and DD,42,40,42,77,133
1,7,2023,Gujarat,39.29,34.14,37.71,77.43,120
1,7,2023,Haryana,42.33,25.67,33,68,119
1,7,2023,Himachal Pradesh,35.42,21,31.17,70.08,137.42
1,7,2023,Jammu and Kashmir,38.75,29.5,40,83.5,124.5
1,7,2023,Jharkhand,35.76,30.06,33.94,72.82,129.06
1,7,2023,Karnataka,52.07,41.77,44.4,84.3,141.47
1,7,2023,Kerala,48.86,43.43,46.71,94.36,155.71
1,7,2023,Madhya Pradesh,35.33,26.63,32.42,70.55,132.1
1,7,2023,Maharashtra,45.32,36.84,42.32,71.84,142.58
1,7,2023,Meghalaya,38.2,38.8,38.2,78.25,118
1,7,2023,Mizoram,46.67,40,48.33,99,137
1,7,2023,Nagaland,39.75,42.5,48,95.42,129.46
1,7,2023,Odisha,34.6,38.19,39.21,70.04,133.96
1,7,2023,Puducherry,43,39,34,74,155
1,7,2023,Punjab,35.57,24.29,28,75.71,139.86
1,7,2023,Rajasthan,37.4,29,33.1,72.5,113.9
1,7,2023,Sikkim,50.4,36.8,43,81,129.4
1,7,2023,Tamil Nadu,53.08,41.91,48.58,74.67,150.83
1,7,2023,Telangana,47,38.13,43,70.63,117.29
1,7,2023,Tripura,36,33.71129032,36.33,73.5,117.5
1,7,2023,Uttar Pradesh,35.96,25.21,31.2,71.73,126.28
1,7,2023,Uttarakhand,34,26,32,81,120.5
1,7,2023,West Bengal,41.79,29.44,37.63,75.37,126.37
1,7,2024,Andaman and Nicobar,48.67,36.2434375,68,95.67,173.67
1,7,2024,Andhra Pradesh,60.8,44,47.6,88,176.8
