Day,Month,Year,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
21,3,2021,48,35.17,42.33,76.83,110,121.5,111,79.5,38.33,44.5,182.33,154.2,123.83,132.0373684,161,131,52.5,213.5,19.5,28.67,28.67,15.33
22,3,2021,47,35.57,43.71,76,109.14,121.43,111.57,81.14,38,44.14,180.71,153.5,122.14,135.266,161.57,129.14,52.86,262.86,19.57,26.86,27.14,14
23,3,2021,47,35.13,41.5,75.25,108,120.5,109.88,80.63,38.13,43.63,184.63,155.5,123.75,133.7457692,165.38,131.5,52.13,224.5,19.25,26,25.88,14.63
24,3,2021,46.33,35.44,42.89,73.67,107.89,120,110.56,82.11,37.78,43.44,183.33,154,122.56,133.9184615,164.11,130.33,52.22,261.89,19.33,25.78,25.78,15.33
25,3,2021,46.88,35.88,42.63,75,108.63,120.88,111.5,81.13,37.75,43.38,181.75,154,122.63,135.1714815,163,129.38,53.13,266.88,19.63,25.75,25.75,14.25
26,3,2021,46.88,35.88,42.63,75,108.63,120.88,111.5,81.13,37.75,43.38,182.25,154,122.63,133.2179167,163.38,129.5,53,266.88,19.63,25.63,25.13,13.75
27,3,2021,46.8,35,42.2,74.6,108.4,119.2,111.2,80.4,38,44.8,184.2,157.75,124.2,133.0945455,164.6,131.6,53.6,212.2,19.4,25.8,23.8,13.8
28,3,2021,47,35.57,43.86,74.71,108.71,120.57,111.57,81.57,37.86,44.14,182.14,153.5,122.43,133.7157895,162.86,129.86,53,262.86,19.43,26.43,25,13.57
29,3,2021,46.25,35,44,73.75,108.88,119.88,110,83.38,37.88,44.13,184.75,156,122.63,135.4035294,165.5,131,51.75,257.5,19,26.13,24,14.25
30,3,2021,47.71,35.57,41.14,75.29,108.57,120.43,111,80.57,38,43.57,184.43,155.5,124,134.5353846,165.71,130.86,53.29,225.14,19.57,25.86,24.29,13.29
31,3,2021,47,35.75,42.75,75.75,108.88,121.38,111.25,82.13,37.75,43.38,182.75,154,122.25,134.8420833,165,129.38,52.88,266.88,19.63,26.13,24.38,13.13
1,4,2021,47,35.13,41.63,74,107.13,119.75,110,81.75,38,43.63,186,157.17,125.88,134.3357692,168.88,131.75,52.5,230.75,19.13,25.5,23.75,13.88
2,4,2021,45.4,34.6,43.4,73.8,107.4,119,109.4,83.6,37.67,46,187.33,168,130.67,133.1820833,174.33,134.33,49.67,206.67,18.33,25.67,25,14
3,4,2021,47.29,34.86,43,74,107.43,119.86,110.29,82.71,38.33,44.67,186.33,159.75,127.83,133.7508333,171,133,52,221.67,19,24.17,23.67,13.83
4,4,2021,47.14,34.71,42.86,73.57,107,119.43,109.86,82.29,38.33,44.67,186.67,159.75,127.67,132.995,171,133.17,52,221.67,19,24.17,23.67,13.83
5,4,2021,48.8,36,39.6,74.8,108.2,119.2,110.2,82,37.6,43.6,184.4,155.25,122.4,137.1411111,165.8,130,52.4,237.2,19.6,26.4,23.8,11
6,4,2021,46.4,34.6,40.8,74.8,107.2,118.6,110.4,78.8,38.2,43.2,186.2,154.5,122.8,138.1936,167,132.2,52.8,230.2,19.6,26.2,22.8,12.6
7,4,2021,47.86,35.86,41.29,75.57,109,120,111.14,80.86,38.17,43.5,184.71,157.17,123.43,137.1823077,166.14,130.43,54,234.33,19.83,25,21.86,12.86
8,4,2021,47.63,35.88,42.38,73.88,109.13,120.5,110.63,84.25,37.88,43.38,183.88,154.67,125.5,137.31,167.38,129.75,52.63,273.13,19.13,26.25,22.13,13
9,4,2021,47.63,36,42.5,74,109.5,120.75,111,84.38,37.88,43.38,184.89,155.43,124.33,136.4329167,167.56,129.78,52.63,273.13,19.13,26.38,21.5,12.88
10,4,2021,47.57,35.71,41.43,75.43,108.86,120,111.14,81,38.14,43.57,184.71,157.17,123.43,136.071,166.14,129.71,53.29,232.29,19.71,25.71,20.43,11.86
11,4,2021,46.88,35.25,41.88,74.25,108,119.75,110.13,82.13,38.29,43.71,186.14,159.2,127.14,135.3977778,170.43,131.29,52.14,232.14,19.29,24.14,21.57,13.57
12,4,2021,46,35.33,43.11,74.22,108.89,120.22,110.22,83.11,37.89,43.44,186.44,155.29,124.33,137.2311538,167.56,129.67,52.11,267.22,19.22,26.67,21.78,13.22
13,4,2021,47.14,34.86,43,74.29,107.86,119.71,110.29,82.43,38.29,44.43,189,157.2,126.43,138.2275,169.29,131.43,52.29,221.57,19.14,27.43,21.71,13.57
14,4,2021,45.5,34.25,42.25,73,105.75,119,109,81.75,38.25,43.5,191.75,161,128.25,135.1815,173.25,136,50.75,220,18.75,24.5,22,14.75
15,4,2021,46.13,35.13,44.38,74.38,109.63,120.25,110.63,83.63,38,44.13,187.38,155.17,124.38,138.552,167.63,130.25,51.88,263.75,19.13,27,21.63,13.5
16,4,2021,46.11,35.44,43.22,74.67,109.89,120.56,110.56,83.22,37.89,43.44,186.78,155.43,124.67,138.8048,165.67,129.89,52.11,267.22,19.22,27.25,21.88,13.38
17,4,2021,47,35.25,42,74.5,109.25,120.13,110.25,82.38,38.29,43.71,188.71,159.2,127.86,135.5595455,168,131.43,52.14,232.14,19.29,24.71,21.57,12.71
18,4,2021,45.29,35,44.57,73.86,110.29,120.29,110.71,84.43,38,44.5,187.17,158.5,127,135.8058824,166.17,130.17,51.5,269.83,19,25.17,21.67,13.67
19,4,2021,46.33,35.22,43.11,74.33,109.67,120.11,110.22,83.78,37.89,43.44,187.22,155.29,126.56,143.6468,165.78,130.78,52.11,267.22,19.33,26.67,21.56,12.56
20,4,2021,46.44,35.33,43.11,74.33,109.67,120.11,110.22,83.78,37.89,43.44,187.11,155.43,126.33,143.576,165.78,130.78,52.22,267.22,19.33,26.78,20.78,12.22
21,4,2021,46.44,35.33,43.22,74.67,109.78,120.22,110.22,83.78,37.89,43.44,188.56,156.29,127.78,137.5025,166.44,131.56,52.11,267.22,19.33,26.67,20.89,12
22,4,2021,46.56,35.33,43.11,75.56,110.44,120.22,110.22,83.78,38,43.44,191.33,156.71,129.67,143.0724,168.11,133.33,52.11,267.22,19.33,26.89,20.89,12.33
23,4,2021,46.56,35.33,43.11,75.67,110.44,120.22,110.22,83.78,38.11,43.44,191.78,158,130.78,142.8845833,167.89,134.22,52.22,265.56,19.33,26.67,21.22,12.33
24,4,2021,46.63,35,44.25,75.5,110.63,119.88,110.25,84.25,38.13,44.13,192.88,158.17,131.63,140.714,168,135.13,51.88,263.75,19.25,27.38,21.38,12.63
25,4,2021,53.25,36.75,42.25,76.5,110.5,120.75,112.25,83.5,39,45,187.25,160,131.75,140.5878947,166.75,131.75,53.75,222.5,19.75,25.75,21.75,12.75
26,4,2021,46.63,35,44.25,75.5,110.63,119.88,110.25,84.25,38.13,44.13,193.5,158.17,132.63,144.4554167,168,135.13,51.88,263.75,19.25,27.13,21.13,12.5
27,4,2021,46.56,35.33,43.11,75.67,110.44,120.22,110.22,83.78,38,43.44,192.33,158,131.67,144.7303704,167.89,134.22,52.11,267.22,19.33,26.56,21.11,12.11
28,4,2021,47.13,35.13,44.38,76.63,111,120.75,110.38,84.88,38.25,44.13,194.5,158.83,134.5,145.3903846,169.25,137.25,52,267.75,19.25,27.38,21.88,12.5
29,4,2021,46.67,35.33,43.11,76.22,110.44,120.89,110.22,84.33,38,43.44,192.78,158.57,132.78,143.1648,169.56,136.22,52.11,267.22,19.33,26.67,21.33,11.78
30,4,2021,47.63,36,42.88,77.88,111.38,121.75,111.38,84,38,43.38,189.71,155.33,132.86,143.6116667,167.86,133.57,53,273.13,19.75,26.86,21.71,11.14
1,5,2021,50,35.5,41,78.25,111.75,120.25,110.25,82.5,38,45,196.25,157.67,132.75,145.476,170.25,136.5,51.75,222.75,19.75,29.25,22.75,10
2,5,2021,52,35,32,75,110,118,105,80,36,43,200,158.0526316,119,144.1311111,180,148,45,220,20,25,20,8
3,5,2021,47.71,35.43,41.14,77.43,110.29,120.86,110.71,81,38.14,43.57,194.14,160.5,132.71,146.0379167,171,138.29,53.29,232.29,19.71,26.33,20.67,10.83
4,5,2021,47.13,35.75,42.88,77.5,111.13,121.25,111.13,83.63,38,43.38,192.13,158.57,132.38,144.9617391,169.75,136.5,53.25,273.13,19.75,26.75,22,11
5,5,2021,46.71,36,42.86,77.57,111.43,121.43,111.29,84.57,37.86,43.43,193.14,160,131.86,146.0686364,169.71,136.29,53,273.57,19.71,26.14,22.29,11.29
7,5,2021,48,35.86,41.33,77.71,110.71,121,110.86,82.14,38.29,43.57,194.71,160.83,133,146.437619,171.43,138.43,53.57,232.29,19.71,26.43,21.71,10.71
8,5,2021,48.17,35.33,42.8,77.83,111,120.67,111,82.5,38.5,44.5,196.67,161.6,134.5,144.5761905,172.17,140.33,53.33,221.83,19.67,27.83,22,11.5
9,5,2021,48.33,35.5,42.8,77.83,111,120.67,111,82.5,38.5,44.5,196.67,161.6,134.5,149.77,172.17,140.33,53.5,221.83,19.67,27.83,22,11.67
10,5,2021,49.71,37,42,78.43,112.86,122.29,112,85.57,38.86,43.86,192.14,156.67,133.71,147.743913,169.43,136,55.43,297.5,19.71,28.86,23.57,14.14
11,5,2021,49.43,36.86,42.14,78.14,113.43,121.86,111.14,86.29,38.29,43.14,191.43,154.17,131.14,147.9966667,168.57,141.43,54.29,280.71,19.71,28.43,22.57,11.86
12,5,2021,48.17,36.5,42,78.5,113.83,121.33,110.17,85.67,37.83,43.17,193,155.2,130.5,147.8791304,168.33,141.83,52.83,290.83,19.83,29.5,24,11
13,5,2021,46,35.17,44.67,78.83,112.67,120.67,109.83,84.67,38,44.17,197.33,159.4,129.67,147.2781818,171.17,145.83,52,278.33,19.83,29.5,23.67,11.33
14,5,2021,46.83,35.33,41.33,78.5,112.33,120.83,109.67,81.83,37.83,43.67,199.67,160.2,134.17,148.8442857,176.67,147,52,234.33,19.83,27.33,22.67,11
15,5,2021,45.8,35.2,40.8,78.8,112.8,121,109.6,82.2,37.6,43.8,202,162.75,133.8,147.3417391,178,148.8,51.4,227.2,19.8,26.6,22.2,10.4
16,5,2021,49,37,33,76,111.5,120.5,106,80.5,36.5,40.5,199,157,134,146.3184211,187,146.5,49.5,257.5,20,23.5,20,9.5
17,5,2021,48.14,36.14,42.14,79.71,113.57,122.43,110.71,83.43,38.29,42,198.86,160,136.43,147.8247826,177,146.71,53.86,232.29,19.71,26.57,22.43,12
18,5,2021,48.17,35.83,43.5,80.17,114,122.67,110.83,85.17,38.5,42.17,199,160.6,134.33,150.53,174.5,147,53.83,221.83,19.67,27.17,23.17,13.17
19,5,2021,48.83,36.83,43.17,80,113.83,123.67,111,85.83,38.5,41.83,197,162.8,137,149.3757143,177.83,147.5,53.83,234.17,19.83,25.5,22.17,11.8
20,5,2021,46.67,35.67,42,80,113.5,121.83,109.67,83.17,37.83,41.83,200.83,160.2,134.17,150.0130435,178.17,147.67,52.33,234.33,19.83,28.33,23,12
21,5,2021,48.14,36.14,42.14,79.71,113.86,122.71,110.71,84.57,38.29,41.57,198.86,160,136.43,151.472381,177.14,146.71,53.86,232.29,19.71,27.43,22.14,12
22,5,2021,45.6,35.2,40.8,80,113.2,121.4,109.6,83.8,37.6,42.2,202,162.75,133.8,149.2515,179.8,148.8,51.8,227.2,19.8,28,22.2,11.75
23,5,2021,48.14,36.14,42.14,79.71,113.86,122.71,110.71,84.57,38.29,41.57,198.86,160,136.43,150.05375,177.14,146.71,53.86,232.29,19.71,28.43,23.86,15.43
7,6,2021,46.67,35.67,42,80.83,113.5,121.83,109.33,83.17,37.83,41.5,202,162.2,137.5,151.4085714,177.33,146.67,52.33,234.33,19.83,30.33,29.67,14.33
8,6,2021,47.25,35.5,42.5,79.5,112.88,121.63,109.5,84.88,38.25,41.25,199.5,162,140.5,153.8895833,177.13,144.38,53,230.75,19.25,30.86,30.86,15.43
9,6,2021,47.63,35.63,42.5,79.5,113.13,121.63,109.5,84.88,38.25,41.25,200.25,163.17,141.63,153.2031818,179.25,145,53.13,230.75,19.25,29.63,30,15
10,6,2021,47.25,35.5,42.5,79.5,113.13,121.63,109.5,84.88,38.25,41.25,200.13,163.33,141.63,153.6621739,179.25,145,53.13,230.75,19.25,29.38,30.13,14.63
11,6,2021,47.13,35.5,42.5,79.5,112.88,121.38,109.25,84.75,38.25,41.25,200.13,163.33,141.63,153.8865217,179.25,145,53,230.75,19.25,28.63,30.25,14
12,6,2021,45.71,35,42.43,80,112.43,121.14,108.14,84,37.86,41.43,202,164,139.29,152.2745,179.86,145.71,51.57,232.29,19.29,29.71,31.14,14.71
13,6,2021,48.17,35.67,43.5,80.33,113.67,121.5,110.33,84.5,38.5,42,200.83,164.4,137.83,150.8194118,175.5,144.33,53.83,221.83,19.67,28.5,29.5,13.83
14,6,2021,47.13,36.11,43.89,79.78,113.67,121.22,110.22,86.22,38.33,41.33,201.33,162.71,142,151.4227273,178.56,143.44,53.11,270.89,19.33,28,29.25,13.38
15,6,2021,47.5,35.75,42.5,79.25,113.13,121.63,109.5,84.88,38.25,41.25,200.88,163.5,141.63,151.8145455,179.63,144.63,53.13,230.75,19.25,27.88,30.13,13.38
16,6,2021,47.13,35.63,42.5,79.25,112.88,121.38,109.25,84.88,38.25,41.25,201.13,163.33,141.63,154.1752174,178.75,144.5,53,230.75,19.25,28.25,30.56,14.11
17,6,2021,47.5,35.75,42.5,79.25,113.13,121,109.5,85.5,38.38,41.25,199.75,167.17,141.5,152.7952174,177.38,142.75,53.25,230.88,19.38,27.88,30,13.75
18,6,2021,47.71,35.43,43.71,79.57,113,120.71,109.43,85.43,38.57,41.71,199.86,169.2,138.29,150.3828,174.57,141.14,53,242.57,19.14,29,31.17,14.33
19,6,2021,47.29,35.29,43.86,79.86,112.86,120.57,109.43,85.14,38.57,41.71,199.86,168.8,138.14,152.1917391,174.29,141,52.71,221.57,19.14,28.29,30.43,14.43
20,6,2021,46.33,35.67,42,80.17,113.67,120.83,109.17,82.83,38,41.67,204,164,138.67,150.4310526,179.5,145.83,52.33,234.33,19.83,28.33,29.5,13.33
21,6,2021,47.13,35.88,42.63,79.25,112.75,120.25,109.38,84.63,38.5,41,198.88,167,140.63,149.4595833,176.63,138.75,52.75,230.75,19.25,28.25,30.13,14.63
22,6,2021,47.86,36.43,43.57,79.43,111.86,120,109.14,85.71,38.43,40.86,197.29,171.4,141.71,152.0104167,177.29,138.43,52.57,232.14,19.29,28.29,30.71,15.86
23,6,2021,46.33,36,42.17,79.5,112.33,119.17,108,83,37.67,41,204.17,166.2,137.67,150.4626923,177.33,139.8,51.5,234.33,19.67,30.8,31.4,15.8
24,6,2021,47,35.88,42.75,79,112.13,119,107.88,84.75,38.25,40.75,198.88,168.83,139.88,150.052,174.88,137.29,52.75,230.75,19.25,28.38,30.75,16.25
25,6,2021,47,35.88,42.75,77.88,112,118.38,107.75,86.13,38.33,41.22,198,169,141.13,153.2591667,174.5,135,52.67,265.44,19.33,28,30.5,18.13
26,6,2021,47.14,35.57,44,78,111.57,117.71,107.43,86.86,38.57,41.29,197.71,171,137.71,149.4431818,170.71,132.14,52.57,221.57,19.14,28.57,31.14,19.14
27,6,2021,47.14,35.57,44,78,111.57,117.71,107.43,86.86,38.57,41.29,197.71,171,137.71,149.473,170.71,132.14,52.57,221.57,19.14,28.43,31,18.57
28,6,2021,47.71,36.43,42.43,79,111.86,118.43,109,85.29,38.29,40.86,198.86,168.67,139.43,149.8132,172.43,133.57,53.57,232.29,19.71,28.29,30.29,17.14
29,6,2021,47,35.88,42.75,78,111.5,118.38,107.88,86.13,38.38,40.88,197.88,168.67,141,151.962,173.25,134.38,52.75,230.75,19.25,28,30.75,17.38
30,6,2021,46.75,36,42.75,77.38,110.38,116.88,106.88,87,38.38,40.88,197.88,168.83,141.75,152.8995833,172.71,135.57,52.63,230.75,19.25,26.88,30.5,17.63
1,7,2021,46.75,36,42.75,77.13,110.25,116.88,106.75,87,38.38,40.88,197.88,168.67,141.5,153.1208333,172.75,132.13,52.63,229.88,19.25,26.56,29.89,16.78
2,7,2021,46.33,36,40.67,76.5,109.33,115.5,107.17,84.83,38,40.17,199.17,168.6,140.67,151.1420833,172,134.67,53.17,239.33,19.67,27,29.5,16.83
3,7,2021,46.75,36,42.75,77.13,110.25,116.88,106.75,87,38.38,40.88,197.88,168.67,141.5,146.875,172.25,132.13,52.63,229.5,19.25,27.38,30.88,17.38
4,7,2021,47.67,36.33,45.33,77.5,109.5,116.5,105.67,88.17,38.83,41.5,195.67,177.25,139.17,147.7473684,167.67,127,52.17,220,19.17,26.83,31,17.5
5,7,2021,46.75,36,42.25,76.75,110.38,116.5,106.75,87,38.38,40.88,197.75,168.67,141,151.176087,171.88,131.75,52.63,229.5,19.25,27.25,30.63,17.5
6,7,2021,46.38,35.88,44.88,76.88,110,115.88,106.13,86.63,38.5,41.88,199.88,173.83,136.5,150.3338462,164.88,126.13,52.38,262.5,19.13,27.38,30.88,17.75
7,7,2021,46.86,35.57,43.43,76.29,108.71,115.71,106.71,88.43,38.71,41.29,198.86,172.2,138.57,148.9820833,165.71,128,52.57,220.43,19.29,29.67,30.83,17.83
8,7,2021,46.33,36,43.67,76.89,110.56,116.78,106.89,86.44,38.33,41.44,199.78,172.14,140.11,150.7848,167.67,130,52.56,266.11,19.22,29.44,30.22,17.22
9,7,2021,44.17,34.83,40.17,74.67,107.5,114.83,104.33,85.67,37.67,40.33,202.33,165.25,139.83,148.76,173.83,135.17,50.33,239.33,19.17,31.4,30.8,17.6
10,7,2021,46.86,35.57,43.43,76.29,108.43,115.43,106.71,88.43,38.57,41.29,198.86,172.5,138.43,149.5885,165.57,129.67,52.43,220.14,19.14,29.14,31.14,17.86
11,7,2021,45.5,35,43.33,76.33,107.5,114.83,105,88,38.17,41.5,202.17,168.25,135.33,148.4238889,166.67,129.33,50.67,218.5,19.17,30.33,31.83,18.17
12,7,2021,46.33,35.89,43.56,76.89,110.33,116.56,106.78,86.44,38.33,41.44,199.78,172.29,140.22,151.5378261,167.33,129.89,52.44,266.11,19.11,30.33,30.56,16.78
13,7,2021,46.88,35.88,42.38,76.75,108.88,115,105.75,87.88,38.71,41,195.14,176.2,140.57,149.8145455,166.86,128.29,50.57,230.71,19.14,27.14,30.57,17.14
14,7,2021,47,35.75,42.38,75.88,107.75,114.25,105,88.75,38.5,40.75,197.5,170.6,138.5,147.6734783,165.88,128.25,51,234.13,19.25,28.5,29.88,16.88
15,7,2021,47.38,36,42.38,75.88,107.75,114.5,105.5,88.88,38.5,40.75,197.5,170.6,138.63,149.3536,165.88,128.25,51.13,234.13,19.25,29.29,30.14,17
16,7,2021,46.75,35.75,42.38,75.88,107.63,113.75,104.5,88.75,38.5,40.75,197.5,178.83,138.13,149.2468,166.13,129.25,51,234.13,19.25,28.75,30,18.13
17,7,2021,46.88,35.75,42.38,75.88,107.63,113.75,104.5,88.75,38.5,40.75,197.75,179.17,138.38,149.5895238,166.25,129.25,51,234.13,19.25,28.63,29.63,18.38
18,7,2021,45.67,35,41.67,74.17,106.67,113,104.33,87.17,38.33,40.67,198.33,173.75,136.83,148.88,166.17,130.67,51.83,233,18.83,29.33,29,18.5
19,7,2021,46.75,35.75,42.38,75.88,107.63,113.75,104.25,89,38.5,40.75,197.75,179.17,138.38,149.7303846,166.25,129.5,51,234.13,19.25,28.75,29.86,21
20,7,2021,46,35.56,43.67,75.33,107.22,112.78,102.33,85.63,38.44,41.44,198.56,180.43,136.89,149.3908,164.44,128.22,51.22,273.78,19.22,29.44,31.67,22.11
21,7,2021,47.43,36.29,42,76.86,107.43,113.71,104.43,88.57,38.43,40.71,197.57,179.17,137.29,151.083,165.71,128.43,51.57,236.14,19.71,28.71,32,22
22,7,2021,47.43,36.29,41.86,76.86,107.14,113.57,104.43,88.57,38.43,40.71,196.71,179.17,137.29,150.3413043,166.14,130.71,51.57,238.43,19.71,28.86,29.14,23
23,7,2021,47.43,36.29,41.86,76.86,107.14,113.57,104.43,88.57,38.43,40.71,196.86,179.33,137.43,152.7812,166.29,130.71,51.57,238.43,19.71,29.5,28.67,23.33
24,7,2021,47.67,36,43.17,76.83,106.83,114.33,105.5,89.67,38.5,41.17,197.5,183.6,135.5,149.0555,163.83,130.17,53.17,229,19.67,29.5,28.67,22.83
25,7,2021,44.4,35.2,39.2,75.4,105.4,110.8,101.2,85.2,37.6,40.2,201.4,165,134.4,150.8747368,170.4,134,48.6,243.2,19.6,30.4,28.2,22.6
26,7,2021,46.75,35.75,42.25,75.75,106.63,113.38,103.13,89.38,38.5,40.75,196.75,184.6,137.88,153.1328,166.5,132.38,51,236.13,19.25,28.67,29.33,22.22
27,7,2021,46.75,35.75,42.25,76,106.63,113.38,103.63,89.38,38.5,40.75,196.75,181.33,137.88,152.0532,166.75,133,51.75,236.13,19.25,27.56,29.22,21.67
28,7,2021,46.75,35.75,42.25,75.88,105.63,112.88,102.5,89.25,38.38,40.75,196.75,181.33,136.88,152.695,166.75,134,51.75,236.13,19.25,27.5,29.88,21.25
29,7,2021,46.75,35.75,42.25,75.88,105.63,112.88,102.5,89.25,38.25,40.75,196.75,181.33,136.63,151.2364,165.88,134.38,51.63,236.13,19.25,27.25,29.63,21
30,7,2021,46.88,35.75,42.5,76.38,105.75,113.13,102.88,89.38,37.86,40.86,200.14,179.2,135,151.7276,166.86,134.71,50,230.86,19.29,27.43,30,20.57
31,7,2021,47.67,36,43.17,76.67,105.83,113.17,103.83,89.67,38.5,41.17,197.67,186.2,135,151.9840909,164.5,133,53,229,19.67,27.83,29.33,19.17
1,8,2021,45.5,34.67,43.5,75.33,104.17,113.5,100.83,90.5,38,41.33,201.5,184.75,132.83,150.7411765,165.83,134.5,50.33,220.17,19.17,28.33,30.33,20.33
2,8,2021,46.33,35.78,43.67,76.44,107.11,113.44,102.78,88,38.22,41.33,199,184.43,136.11,151.4733333,164.11,133.22,51.67,272,19.22,29.78,29.78,20.33
3,8,2021,46.75,35.63,42.25,76,105.75,112.88,102.38,89.25,38.25,40.75,198,182.5,139.63,154.0128,166,135,51.75,244.14,19.25,26.88,29.5,18.75
4,8,2021,46.75,35.63,42.25,76,105.75,112.88,102,89.38,38.13,40.88,198,182.83,139.75,154.4136,166.25,136.38,51,244.14,19.13,26.57,29.25,18.88
5,8,2021,47.43,36.14,41.86,77.14,106.43,112.57,103.14,88.71,38.43,40.71,198.14,182.83,140.29,151.9944,166.14,135.86,52.29,248.17,19.71,30.63,29.13,18.5
6,8,2021,46.86,35.29,43.43,75.57,105.29,113.43,102.14,90.43,38.57,41.14,198.86,188,138.57,153.1015385,165.57,136.86,52.14,235.67,19.14,29.43,29.14,19.29
7,8,2021,46.2,35.2,43.2,77,105,113.2,101.6,90,38.2,41.4,204.4,187,137.2,147.5834783,166,136.6,51,230.25,19.8,31.6,29,17.4
8,8,2021,47.67,35.83,43.17,76.83,106,113.17,103.33,89.83,38.67,41.17,199.17,188,139,146.5058824,165.17,136.33,53,238.8,19.67,30.17,28.83,18.17
9,8,2021,46.75,35.75,42,76,106,113.25,101.75,90.38,38.63,40.75,198,182.83,139.75,150.0736,166.63,136.38,52.25,244.14,19.25,28.75,29,19.13
10,8,2021,46.75,35.75,42,76,106,113.25,101.38,91,38.63,40.75,198,182.67,137.13,152.1678261,166.5,136.25,52.25,244.14,19.25,29.14,28.71,18.43
11,8,2021,46.75,35.75,42,76,106,113.25,101.38,91,38.63,40.75,198,182.67,137.13,153.1253846,166.5,136,52.25,244.14,19.25,27.89,29.33,18.89
12,8,2021,46.75,35.75,42,75.75,106.25,113,101.38,91,38.63,40.75,198.38,173.5,138.38,154.5516,167.13,135.75,52.25,244.14,19.25,28,29.25,20.38
13,8,2021,46.75,35.75,42,75.75,106.25,113,101.38,91,38.63,40.75,198.38,173.5,138.38,154.1407692,167.13,135.88,52.5,244.57,19.25,28.75,29.25,20.88
14,8,2021,46.33,35.89,43.44,76.33,107.67,113.56,101.78,89.56,38.56,41.33,199.33,175.57,137.22,153.502,165.22,134.44,52.22,283.5,19.22,29.56,29.56,20.33
15,8,2021,45.67,35.5,45.17,77.83,107.67,114.5,101.17,88,38.33,42.17,204.83,180,133.83,150.7115789,163.17,134,51.17,296,19.67,32.17,29.67,19.33
16,8,2021,46.33,35.89,43.44,76.33,107.33,113.44,101.78,89.56,38.44,41.33,198.22,175.57,136.78,153.2684,165.78,134.33,52.11,283.5,19.22,29.67,28.44,22.22
17,8,2021,46.33,36,43.22,76.22,107.33,113.44,101.78,89.56,38.44,41.56,199.33,176.71,134.89,154.4123077,165.78,135.78,52.56,283.5,19.22,29.78,28.44,21.89
18,8,2021,46.33,36,43.33,75.89,107.33,113.78,101.78,89.78,38.67,41.33,199.33,178.57,134.89,154.6426923,165.78,135.78,52.56,283.5,19.22,29.78,28.67,21.22
19,8,2021,47,36.5,43.13,77.38,107.88,113.88,102.63,89.63,39.13,41.38,198.13,179.71,134.75,153.6156522,164.38,135.38,53.38,293.14,19.63,30.38,28,20.38
20,8,2021,47.83,36,43,76.5,106.33,114.17,102.33,90.67,39.67,41.17,199.33,182.6,134.33,156.5869565,164.33,138.33,53.83,239.6,19.67,30.33,28.67,19.83
21,8,2021,47,35.43,44.14,74.86,105.86,114,101.29,91.14,39.43,41.14,199.71,182.6,134.57,152.64625,165.57,138.57,52.86,236.33,19.14,29.57,29.14,20
22,8,2021,45.5,35.67,45,77.33,107.17,114.83,101.17,88.83,38.83,42.17,203.17,183.6,130.33,155.1466667,163.33,136.17,51.83,296,19.67,32.5,28.33,20
23,8,2021,46.44,36,44,75.78,107.11,113.78,101.11,89.33,39.22,41.33,196.89,179.71,135,154.6541667,165.33,136,52.67,284,19.22,30,29.89,21.33
24,8,2021,48.25,36.5,43.25,75.88,108.13,114.13,101.75,90.88,39.13,41.38,197.67,179.71,135,151.8983333,165.33,135.78,53.5,294.57,19.13,30.56,30,21.22
25,8,2021,46.63,35.88,42.63,75.13,106.38,115.38,100.25,92.25,39.63,40.63,199.13,179.17,136.63,153.545,166.63,137.5,52.88,251.86,19.13,29.63,29.38,19.75
26,8,2021,46.75,36.5,43.13,76.88,107.75,116.5,101.5,90.5,39.75,41.38,196.63,180.14,135.25,156.6223077,164.38,135.88,53.63,305.71,19.5,31,28.75,20.13
27,8,2021,46.75,36.5,43.13,76.88,107.75,116.5,101.5,90.5,39.75,41.25,196.63,180.14,135.25,156.3565385,164.38,135.88,53.38,301.14,19.5,31.13,28.88,20.88
28,8,2021,47.29,36.43,41.43,76.57,106.86,116.43,101,92.29,40,40.57,198.71,178.83,136.71,153.657619,165.71,137.86,53.71,258.17,19.57,29.86,28.86,20.43
29,8,2021,45.6,35.4,43,76.2,105.4,116,98.4,92,39.4,41.2,204.8,183.25,132.2,154.0394737,165,138.8,52,242.75,19.6,32.6,29.4,19.6
30,8,2021,46.71,35.43,44.14,74.57,105.86,115.86,99.86,92.14,39.86,41,200,183.2,135,154.9652381,165.57,138.71,52.86,245.67,19,32.14,29.29,20.43
31,8,2021,46.11,36.11,41.56,75.44,106.89,116.56,101.11,91.67,39.44,41.22,196.44,179.71,134.44,155.965,165.22,136.11,52.33,290.63,19.11,29.56,28.44,20.22
1,9,2021,46.63,35.88,42.63,75.63,106,116.13,100.25,94.25,40.38,40.63,198.38,178.83,137.13,154.9417391,165.88,136.5,52.38,253.43,19.13,27.38,28.38,19.13
2,9,2021,46.22,36.11,41.44,75.89,106.67,116.33,101,92.44,40.33,41.22,195.33,181.43,135.22,156.3929167,164.67,134.89,52.33,291.63,19.11,27.11,28.11,18.22
